date,maxtp,mintp,rain,cbl,wdsp,hm,ind,ddhm,ind,hg
31-Jan-23,9.9,6.8,0.5,1020,10.1,17,0,270,0,28
01-Feb-23,10.3,7.9,0.4,1020.3,10.4,14,0,260,0,27
02-Feb-23,11.1,8.9,0.6,1019.4,13.4,19,0,240,0,28
03-Feb-23,12.3,8.9,0.8,1024.1,9.8,15,0,240,0,23
04-Feb-23,9.4,-2.3,1.4,1033.1,6.7,16,0,330,0,22
05-Feb-23,8.6,-3.9,0,1038.1,4.9,10,0,180,0,18
06-Feb-23,9.5,5.5,0,1032.1,6.6,12,0,180,0,18
07-Feb-23,10.8,1.6,0,1030.2,4,10,0,200,0,16
08-Feb-23,9.8,1.4,1,1023.5,8.7,20,0,230,0,31
09-Feb-23,9.2,0.2,0,1026.8,5.3,9,0,240,0,17
10-Feb-23,10.9,4.9,1,1027.9,8.9,16,0,240,0,26
11-Feb-23,9.7,7.5,0,1029.1,4.1,8,0,180,0,13
12-Feb-23,9.8,6.9,0,1026.5,5.6,10,0,150,0,15
13-Feb-23,11.6,6.5,0,1020.4,8.4,15,0,160,0,24
14-Feb-23,14.4,8.2,0,1013.5,10.5,15,0,150,0,25
15-Feb-23,10.8,5.1,13,1008.3,8.1,15,0,160,0,26
16-Feb-23,12,7.5,3.3,1008.7,10.4,21,0,240,0,35
17-Feb-23,11.9,9.9,5.1,1012.9,11.9,21,0,230,0,34
18-Feb-23,11.2,7.6,3.4,1016.7,9.8,18,0,240,0,29
19-Feb-23,11.6,6,0.6,1019.5,10.4,18,0,230,0,26
20-Feb-23,11.5,9.4,3.1,1014.6,11.6,16,0,230,0,26
21-Feb-23,12.8,5.2,6.5,1008,7.6,15,0,310,0,25
22-Feb-23,8,-0.4,1.3,1014.1,8,18,0,330,0,32
23-Feb-23,9.9,0.5,0.5,1020.6,4.9,11,0,320,0,16
24-Feb-23,10.9,2.5,0,1016.1,7.1,13,0,10,0,21
25-Feb-23,8.7,-0.8,0,1018.6,5.2,12,0,80,0,16
26-Feb-23,9.2,0.3,0,1025,5.7,12,0,100,0,20
27-Feb-23,7.5,-1.8,0,1030.5,4.3,10,0,120,0,15
28-Feb-23,7.7,3.5,0,1033.8,4.5,10,0,70,0,17
01-Mar-23,7.2,4,0,1030.4,6,11,0,60,0,18
02-Mar-23,9.1,4.3,0,1024.7,4.9,9,0,70,0,13
03-Mar-23,7.6,4.2,0,1027.3,3.2,7,0,50,0,10
04-Mar-23,5.6,3,0,1026.4,2.3,5,0,120,0,6
05-Mar-23,8.9,2.5,0.3,1016.5,3.7,8,0,250,0,14
06-Mar-23,9.4,1.8,2.4,1004.1,4.5,11,0,40,0,17
07-Mar-23,6.4,-2.1,0,995.3,4.8,9,0,100,0,15
08-Mar-23,5.8,-0.1,0,987.6,10.3,16,0,70,0,23
09-Mar-23,2.3,0.3,21,987,12.3,17,0,0,0,29
10-Mar-23,6.1,-2.2,0,999,5,13,0,0,0,21
11-Mar-23,9.9,0.7,11.6,997.3,9.1,13,0,260,0,23
12-Mar-23,12.4,8.3,7,987.1,8.4,12,0,190,0,20
13-Mar-23,11.6,2.3,9.3,980.5,11,19,0,230,0,29
14-Mar-23,8.1,-2.2,3.4,999.5,6.9,22,0,340,0,35
15-Mar-23,11.5,-1.9,17.5,1000,5.9,13,0,150,0,20
16-Mar-23,15.6,8.7,8.4,989,6.3,13,0,210,0,20
17-Mar-23,14.9,7.5,7.3,990.4,4.8,10,0,150,0,15
18-Mar-23,11.2,2.5,0.8,1002.6,8.4,19,0,320,0,26
19-Mar-23,11,1.1,19.5,1008.7,5.7,11,0,190,0,17
20-Mar-23,14.2,9.2,8.4,1001,6.5,10,0,180,0,17
21-Mar-23,11.1,8.6,24.2,987.6,9.5,23,0,230,0,40
22-Mar-23,11.2,5.3,8.9,981.5,11.1,19,0,240,0,32
23-Mar-23,12.3,5.9,11.3,977.6,10.2,19,0,260,0,31
24-Mar-23,11.1,6.2,7.6,984.3,13.1,24,0,230,0,37
25-Mar-23,13.4,6.8,0.5,994.2,6.3,11,0,250,0,18
26-Mar-23,13.1,3.6,5.8,1006.4,4.8,9,0,250,0,15
27-Mar-23,11.9,3.2,2.4,1013.4,8.6,13,0,150,0,20
28-Mar-23,15.4,7.3,2.1,1003.3,8.4,17,0,240,0,23
29-Mar-23,14.5,9.1,0.6,993.2,10.5,20,0,230,0,33
30-Mar-23,15.5,8.1,4.2,985,8.6,15,0,240,0,23
31-Mar-23,12.7,7.7,1.4,989,7.5,16,0,300,0,22
01-Apr-23,12.2,2,0.3,1009.7,9,18,0,320,0,27
02-Apr-23,13.4,1.2,0,1022.5,4.5,9,0,150,0,13
03-Apr-23,11.6,5.3,0.8,1019.6,8.3,14,0,160,0,23
04-Apr-23,12.5,7.6,5.7,1014.8,8.7,13,0,200,0,19
05-Apr-23,13.3,7.4,5.5,1009.9,6.7,11,0,260,0,19
06-Apr-23,12.3,1.8,0.8,1012.1,4.8,11,0,240,0,22
07-Apr-23,14.5,1.8,0,1013.7,6.4,14,0,150,0,22
08-Apr-23,13.7,5.4,0,1012.5,8.3,13,0,160,0,23
09-Apr-23,13.6,8.4,8,1004.7,10.1,18,0,150,0,28
10-Apr-23,11.3,6.2,6.9,1000.9,9.5,20,0,280,0,34
11-Apr-23,9.1,2.7,19.6,994.1,7.6,20,0,290,0,33
12-Apr-23,9.6,1,10.4,984.8,12.8,27,0,320,0,41
13-Apr-23,11.9,0.8,1.1,996.5,5.8,14,0,240,0,22
14-Apr-23,13.9,-1.1,0,1002.5,5.3,14,0,280,0,21
15-Apr-23,11.6,-0.4,1.6,1012.2,6.3,13,0,200,0,21
16-Apr-23,20.4,9.8,0.7,1015.9,4.7,10,0,200,0,16
17-Apr-23,15.7,8.1,0,1020.3,5.6,9,0,170,0,17
18-Apr-23,17.8,6.6,0,1022.6,8.4,15,0,100,0,21
19-Apr-23,13.8,5.1,0,1021.3,8.9,14,0,80,0,21
20-Apr-23,15.2,5.3,0,1017.6,10.4,16,0,100,0,24
21-Apr-23,16.5,3.4,0.4,1010.2,10.1,18,0,100,0,28
22-Apr-23,8.8,6.3,10.2,1000.9,5,10,0,0,0,16
23-Apr-23,13.8,6.2,4.2,1000.8,4.9,11,0,300,0,16
24-Apr-23,11,3.1,5,1009.1,7.5,13,0,350,0,22
25-Apr-23,11.7,-1.2,0.2,1012.4,5.9,11,0,100,0,17
26-Apr-23,12.9,5.7,0.1,1009.7,5.9,10,0,150,0,15
27-Apr-23,14.6,8.8,7.2,1004.4,4.1,8,0,120,0,11
28-Apr-23,16.2,9.3,1,1007.2,5.2,10,0,240,0,17
29-Apr-23,18.5,10.4,2.5,1012.4,4.4,10,0,220,0,16
30-Apr-23,14.8,11,1.2,1012.5,7.4,13,0,260,0,24
01-May-23,14.4,5.8,0,1015.7,3.9,8,0,240,0,12
02-May-23,17.3,6.1,0.2,1017.4,4.9,9,0,190,0,16
03-May-23,17.7,9.3,0,1013.9,9.2,15,0,120,0,22
04-May-23,17.2,10.4,4.2,1004.3,9.1,15,0,100,0,21
05-May-23,15.7,10.1,13.4,1000.6,5.6,10,0,260,0,17
06-May-23,17.4,10.2,2.5,1005.6,4.5,9,0,220,0,17
07-May-23,16.6,10.5,7.1,1007.2,7.2,13,0,150,0,21
08-May-23,15.6,11,3.2,1006.4,7.8,13,0,230,0,20
09-May-23,15.3,9.4,3.1,1006.1,7.7,14,0,240,0,23
10-May-23,12.7,8.4,8.5,1007.2,8.1,12,0,250,0,24
11-May-23,15.3,8.3,5.9,1015,10.1,18,0,340,0,27
12-May-23,20.5,6.8,0,1022.8,4.6,8,0,350,0,13
13-May-23,19.7,6.7,0.1,1021.2,4.8,9,0,250,0,15
14-May-23,15.8,5.3,3.4,1017.6,8.3,15,0,300,0,23
15-May-23,15.8,3.4,0,1022,5.6,13,0,330,0,19
16-May-23,17.7,1.6,0,1024.3,3.5,9,0,240,0,14
17-May-23,15.5,5.3,0,1024.3,4.2,12,0,280,0,19
18-May-23,15.3,6.5,1.7,1023.9,6.1,11,0,220,0,16
19-May-23,16.1,4.8,0.1,1026.1,4,9,0,240,0,15
20-May-23,17.1,11.8,9.8,1023.4,3.4,9,0,290,0,13
21-May-23,16.8,9.1,0.3,1020.8,5.9,9,0,0,0,15
22-May-23,17,7.3,0,1024.2,6.2,10,0,320,0,17
23-May-23,17,6.5,0,1025.6,4.7,10,0,230,0,16
24-May-23,18,5.1,0,1026.1,3.9,9,0,330,0,14
25-May-23,18.7,10.1,0,1028.7,5.4,9,0,20,0,14
26-May-23,21,7.5,0,1027.8,4.8,8,0,30,0,12
27-May-23,21.5,8.2,0,1023.3,3.9,11,0,340,0,17
28-May-23,17.8,8.8,0,1023.1,6.2,10,0,60,0,15
29-May-23,21.5,5.2,0,1024.8,6.1,10,0,80,0,17
30-May-23,23.1,8.1,0,1026,5.9,11,0,90,0,16
31-May-23,23.1,10.1,0,1023.7,7.1,14,0,70,0,23
01-Jun-23,23.4,8.8,0,1021.4,7.5,13,0,100,0,19
02-Jun-23,21.1,9.2,0,1020.8,6.6,12,0,90,0,17
03-Jun-23,23.5,7.6,0,1019.7,4.7,9,0,100,0,13
04-Jun-23,24.1,8.9,0,1020,5.8,11,0,80,0,17
05-Jun-23,24.2,7.7,0,1019.6,5.9,11,0,90,0,16
06-Jun-23,23.7,9.6,0,1018.5,6.5,11,0,90,0,17
07-Jun-23,20.1,8.1,0,1016.8,7.7,13,0,100,0,20
08-Jun-23,21.1,9,0,1012.3,9.6,14,0,90,0,19
09-Jun-23,21.9,11.2,0,1008.1,8.4,15,0,90,0,21
10-Jun-23,20.1,14.4,1.8,1006.9,7.1,12,0,100,0,18
11-Jun-23,24.9,14.9,0,1010,5.8,11,0,250,0,18
12-Jun-23,23.8,14.1,0.7,1012.1,3.6,7,0,260,0,12
13-Jun-23,25.9,15.3,4.3,1011,4,12,0,90,0,20
14-Jun-23,27,12.6,0,1012.5,4.3,10,0,90,0,17
